ID,offer_price,offer_size,offer_rooms,pref_max_price,pref_min_size,pref_min_rooms,img_url,Mietdauer
136058,1200 €,115 m²,"4,5",700€,50m²,2,https://www.tauschwohnung.com/uploads/housings/136058/medium/304a4a718b0f4834992b2eafb6672dc8ede5f01e.jpg,
42772,503 €,58 m²,"2,5",950€,75m²,3,https://www.tauschwohnung.com/uploads/housings/42772/medium/b32cfa1309c23e7a97f84d18452f17c8f1c90d18.jpg,
21522,433 €,68 m²,3,1.500€,90m²,4,https://www.tauschwohnung.com/uploads/housings/21522/medium/fdd142b9a1efd666c990356365e3eb5438498284.png,
179020,1242 €,74 m²,3,1.800€,60m²,3,https://www.tauschwohnung.com/uploads/housings/179020/medium/b90d03dc93deff66118dc2cf9a8cd0124258119f.jpg,
183404,600 €,60 m²,2,1.200€,70m²,2,https://www.tauschwohnung.com/uploads/housings/183404/medium/1e4eca2891f9039b5e1804e90f961bc61a3727a8.jpg,
136900,1000 €,86 m²,3,1.200€,80m²,3,https://www.tauschwohnung.com/uploads/housings/136900/medium/3ebf76b982846a39afb56a53c2914e39dbe3a597.jpg,
136848,524 €,50 m²,2,1.400€,60m²,"2,5",https://www.tauschwohnung.com/uploads/housings/136848/medium/c9458b2986114e3090e3021fe33ffb91de52c042.jpg,
125092,1850 €,109 m²,4,2.300€,130m²,5,https://www.tauschwohnung.com/uploads/housings/125092/medium/97850ee1715c0624f93c3e95ee317e63ce5b8166.jpg,
148429,600 €,45 m²,2,1.250€,55m²,2,https://www.tauschwohnung.com/uploads/housings/148429/medium/6b3ca52af06b3f4c3238caf04abe4b0154e91ab3.jpg,
81707,1200 €,70 m²,3,1.500€,90m²,3,https://www.tauschwohnung.com/uploads/housings/81707/medium/bb2372e7f4e993588c38af28cea2b8e6b36205bf.png,
82296,900 €,102 m²,4,3.500€,80m²,1,https://www.tauschwohnung.com/uploads/housings/82296/medium/818627e9384496b62fe49de994c255cc0b75a6b2.jpg,
196660,545 €,55 m²,2,800€,70m²,"2,5",https://www.tauschwohnung.com/uploads/housings/196660/medium/77ab39dac0955159f3a3e042f18e92644f4ffe21.jpg,
152535,1335 €,92 m²,4,1.700€,85m²,3,https://www.tauschwohnung.com/uploads/housings/152535/medium/0f3f15c710161491629f633de20815cb7db72284.jpg,
173546,380 €,61 m²,2,1.100€,80m²,3,https://www.tauschwohnung.com/uploads/housings/173546/medium/85db3092f21ae69ff19b8dca748c8bbefaf35187.jpg,
78661,700 €,58 m²,2,900€,58m²,2,https://www.tauschwohnung.com/uploads/housings/78661/medium/39b6afce4a80dda057751a24d79ac1ea729cc03a.jpg,
173766,472 €,97 m²,3,1.200€,90m²,4,https://www.tauschwohnung.com/uploads/housings/173766/medium/7dca4af032d1f21a2998eafc2c9a044548a8598f.jpg,
17559,620 €,83 m²,3,1.000€,85m²,3,https://www.tauschwohnung.com/uploads/housings/17559/medium/3925fea7ca0af0d49ff3532210a75259e388cde7.jpeg,
176906,595 €,55 m²,2,900€,55m²,2,https://www.tauschwohnung.com/uploads/housings/176906/medium/d0bdfd9979e40f4534283d323650f7e326253716.jpg,
63635,700 €,50 m²,2,1.600€,75m²,3,https://www.tauschwohnung.com/uploads/housings/63635/medium/19d24e850339ab3ea21c9669b3bdf0e757220ee2.jpg,
103022,410 €,50 m²,"2,5",1.400€,80m²,4,https://www.tauschwohnung.com/uploads/housings/103022/medium/0a4da9af1a27976942e0071f49b6e74531e98e6b.png,
18801,452 €,65 m²,2,1.800€,100m²,"3,5",https://www.tauschwohnung.com/uploads/housings/18801/medium/f59c1b46104c329355af5185780df95ec26c05c1.jpg,
161085,850 €,76 m²,3,1.800€,90m²,3,https://www.tauschwohnung.com/uploads/housings/161085/medium/4d1d90ab959e3038b477a36e877f30113aad35cf.jpg,
199433,1779 €,79 m²,"3,5",1.300€,55m²,"1,5",https://www.tauschwohnung.com/uploads/housings/199433/medium/3167be92b54011677596ea4b8fc413efdca65ae9.png,
36766,1100 €,88 m²,2,1.400€,95m²,3,https://www.tauschwohnung.com/uploads/housings/36766/medium/fb8c343b70b4b9369345d56cf697949833668d03.jpg,
124625,500 €,45 m²,1,750€,35m²,"1,5",https://www.tauschwohnung.com/uploads/housings/124625/medium/ab4953ebbe4561fe37b91189e309e7ce9e850922.jpg,
46032,840 €,110 m²,"4,5",600€,65m²,"1,5",https://www.tauschwohnung.com/uploads/housings/46032/medium/f287b11d676e15efcda44198d404f817ba880893.jpg,
133937,850 €,110 m²,3,800€,70m²,"2,5",https://www.tauschwohnung.com/uploads/housings/133937/medium/be34d5091f14ef72f41fac0fa48c646892de06df.jpg,
84651,1590 €,104 m²,4,900€,45m²,2,https://www.tauschwohnung.com/uploads/housings/84651/medium/1ac7f0905774386417e1cda616545cf040e7cbb5.png,
61967,800 €,100 m²,"3,5",700€,50m²,1,https://www.tauschwohnung.com/uploads/housings/61967/medium/dabdbfb76c20db35b641ba6a2d87a3d110e60aea.jpg,
144120,1 €,51 m²,2,1.700€,55m²,"2,5",https://www.tauschwohnung.com/uploads/housings/144120/medium/0b3c5fc3770ad3df56396a71ae2e9340952e980a.jpg,
164754,472 €,69 m²,"2,5",700€,70m²,3,https://www.tauschwohnung.com/uploads/housings/164754/medium/a63558b319fc6b269bd8bea114181024ab03092d.jpg,
77623,1150 €,105 m²,3,3.000€,110m²,4,https://www.tauschwohnung.com/uploads/housings/77623/medium/44625334e47c906c98b449bff13212a5ee1cb59a.jpg,
145084,1350 €,100 m²,3,800€,50m²,2,https://www.tauschwohnung.com/uploads/housings/145084/medium/0f053a42aaeb7ae719da523a027df9ee46c6ce77.jpg,
104391,1130 €,102 m²,3,1.300€,55m²,1,https://www.tauschwohnung.com/uploads/housings/104391/medium/5ec5cfd1ab5b486c8501a49f3f50ae12cee11b53.jpg,
176264,750 €,80 m²,3,540€,40m²,2,https://www.tauschwohnung.com/uploads/housings/176264/medium/e3b7c1e5d533b4de1c999f126cb15cf452fde68d.jpg,
174158,950 €,89 m²,2,1.500€,90m²,3,https://www.tauschwohnung.com/uploads/housings/174158/medium/dedc3f3c4b8267b9dc5af3d093fe576563c5a366.jpg,
23156,650 €,70 m²,2,2.000€,100m²,4,https://www.tauschwohnung.com/uploads/housings/23156/medium/c60f0089df535964ccb245293e252846e32664a1.png,
65948,830 €,71 m²,2,1.400€,90m²,3,https://www.tauschwohnung.com/uploads/housings/65948/medium/5eca371fd09ebe9aec3696ffc2c1ab5db84ee8ec.jpg,
170749,900 €,75 m²,2,1.600€,85m²,3,https://www.tauschwohnung.com/uploads/housings/170749/medium/7d7f5bf4f5fbe58e015bf952ca147a2a6a91dc33.jpg,
137594,1065 €,75 m²,3,1.800€,110m²,4,https://www.tauschwohnung.com/uploads/housings/137594/medium/196d0b97ba4b79a7d765432a6deb9447d9257fa2.jpg,
96141,726 €,62 m²,3,700€,50m²,2,https://www.tauschwohnung.com/uploads/housings/96141/medium/deda0f004a0c444eb336422966dff1b79283cab0.jpg,
201992,723 €,50 m²,2,1.200€,85m²,4,https://www.tauschwohnung.com/uploads/housings/201992/medium/bdb57d775002b8582268d1e8b521766de47ce6ec.jpg,
173358,470 €,57 m²,2,1.500€,5m²,1,https://www.tauschwohnung.com/uploads/housings/173358/medium/97d9a05c9ee81584540b786ee245d9d39fbd3017.jpg,
156746,512 €,56 m²,2,1.400€,60m²,2,https://www.tauschwohnung.com/uploads/housings/156746/medium/f0b70fadf7f6bd34aa242a3b1ff76fc060cb117e.jpg,
122808,565 €,82 m²,3,600€,65m²,3,https://www.tauschwohnung.com/uploads/housings/122808/medium/d324104ca5887034e6405b04814a95b8bbe9ccbd.jpg,
77114,300 €,65 m²,3,2.500€,90m²,4,https://www.tauschwohnung.com/uploads/housings/77114/medium/a2961b27e557ba86515c4aec08533a4ad757286d.png,
147440,1000 €,86 m²,3,600€,50m²,2,https://www.tauschwohnung.com/uploads/housings/147440/medium/eb7f8d52bbde5291763d91d903510f300176b39d.jpg,
141081,815 €,90 m²,"3,5",1.200€,110m²,4,https://www.tauschwohnung.com/uploads/housings/141081/medium/96b56c5a30fee8be4b8c73a187455232cfcafac3.jpg,
62584,1150 €,52 m²,2,1.500€,70m²,3,https://www.tauschwohnung.com/uploads/housings/62584/medium/60821b3a158187886ebf74f7550851d0772ccb1a.jpg,
189734,700 €,58 m²,2,850€,48m²,2,https://www.tauschwohnung.com/uploads/housings/189734/medium/020bd1744efe9077ccb4b2292bb46d8164aaae29.png,
100095,405 €,52 m²,2,550€,40m²,"1,5",https://www.tauschwohnung.com/uploads/housings/100095/medium/80d04de5498cbb0197606b3f1892f5a53866b7dc.jpg,
184514,592 €,71 m²,"2,5",1.500€,65m²,3,https://www.tauschwohnung.com/uploads/housings/184514/medium/dd252d206b9c5b81cf7f71dedd7a2fe726d04fb6.jpg,
133037,690 €,69 m²,2,2.400€,70m²,3,https://www.tauschwohnung.com/uploads/housings/133037/medium/a440c909607cf10b46b966ea9aed2ae8fb1e42c6.jpg,
158302,465 €,41 m²,1,1.300€,40m²,"1,5",https://www.tauschwohnung.com/uploads/housings/158302/medium/8294c6042e3811a4bf77db939569d9836b52ef74.jpg,
31915,999 €,84 m²,3,1.500€,100m²,4,https://www.tauschwohnung.com/uploads/housings/31915/medium/803a78181a0dec3cb15e505b272d549f22f5bea2.jpg,
66812,575 €,82 m²,3,1.000€,85m²,4,https://www.tauschwohnung.com/uploads/housings/66812/medium/bb47eb1a234038ea541ebf4b18c5c3ecca4cc400.jpg,
85333,550 €,63 m²,2,1.200€,90m²,3,https://www.tauschwohnung.com/uploads/housings/85333/medium/475c57ecbed52358a37ab5c1059f79570caa14a0.jpg,
36560,485 €,77 m²,3,1.800€,120m²,3,https://www.tauschwohnung.com/uploads/housings/36560/medium/9125562d4ba728c282bc3a7b74cd7704f6c0f8bf.jpg,
79004,625 €,62 m²,"2,5",900€,50m²,2,https://www.tauschwohnung.com/uploads/housings/79004/medium/7883f02d4ed2d07d85ca83eaee1faf812e12892a.jpg,
66332,600 €,69 m²,3,1.400€,85m²,3,https://www.tauschwohnung.com/uploads/housings/66332/medium/27eafb27386905236b8c6c881fcabd5f8d361f34.jpg,
111722,750 €,75 m²,2,1.500€,100m²,3,https://www.tauschwohnung.com/uploads/housings/111722/medium/3b31f93343e15318918e6b52852534f618dffd71.jpg,
9062,840 €,100 m²,3,1.300€,100m²,"4,5",https://www.tauschwohnung.com/uploads/housings/9062/medium/d1ed8338ab93196e5dbfb3ddbb8c1582e7b46cff.jpeg,
134976,1153 €,64 m²,"2,5",1.000€,50m²,2,https://www.tauschwohnung.com/uploads/housings/134976/medium/b88f20293969d60348a596182192ccc1cfc9dc1a.jpg,
3943,380 €,51 m²,3,1.400€,75m²,3,https://www.tauschwohnung.com/uploads/housings/3943/medium/98e01aef79eaa1e5cf7a74b800cd6f3056c7c96b.jpg,
183648,1721 €,115 m²,3,1.300€,60m²,2,https://www.tauschwohnung.com/uploads/housings/183648/medium/6fbd334d92122f01e29bda17940e24c68b6fed90.jpg,
177263,720 €,105 m²,3,600€,37m²,1,https://www.tauschwohnung.com/uploads/housings/177263/medium/7855a95bada2252ab843430e3569fa81161f2137.jpg,
61642,836 €,78 m²,"2,5",2.100€,85m²,3,https://www.tauschwohnung.com/uploads/housings/61642/medium/599df7c23fbefa21ce314893b5d3c57348d11523.jpg,
150201,420 €,57 m²,3,750€,70m²,"3,5",https://www.tauschwohnung.com/uploads/housings/150201/medium/23e5185103d56a2ab6338af694467cd20e4cbb4e.jpg,
197712,1400 €,85 m²,3,2.400€,95m²,4,https://www.tauschwohnung.com/uploads/housings/197712/medium/5bced0fb2e3e021b5b8132c2758a95005f3e65e9.jpg,
126817,1065 €,110 m²,3,3.500€,120m²,4,https://www.tauschwohnung.com/uploads/housings/126817/medium/a928d6e1946b4d784fd39f75af4afbcba0b82470.jpg,
181199,602 €,77 m²,3,2.000€,65m²,"3,5",https://www.tauschwohnung.com/uploads/housings/181199/medium/5c00a0cb03cb9afb071b2e3e90233876c90216c2.jpg,
77399,640 €,55 m²,2,1.100€,55m²,2,https://www.tauschwohnung.com/uploads/housings/77399/medium/b8cc4905c1ba3c91ef548dd3ce352fe3d3bf4fa4.jpg,
174840,850 €,57 m²,2,1.100€,90m²,"3,5",https://www.tauschwohnung.com/uploads/housings/174840/medium/135694dadf8fd4d6fe712ced77537c2ade593fdb.jpg,
144735,1400 €,140 m²,4,2.500€,90m²,"3,5",https://www.tauschwohnung.com/uploads/housings/144735/medium/6ca87209e7b924e8caeddea778a4ec10b7c7f793.jpg,
169785,989 €,91 m²,4,1.200€,100m²,4,https://www.tauschwohnung.com/uploads/housings/169785/medium/340b7bee1734fc6e69f348a3487bec04307cb81c.jpg,
30932,595 €,70 m²,3,800€,70m²,3,https://www.tauschwohnung.com/uploads/housings/30932/medium/378e7bb7d1d603255bec39df1cfff15f8227620d.jpg,
27332,598 €,68 m²,3,600€,65m²,2,https://www.tauschwohnung.com/uploads/housings/27332/medium/f097cd1906fc9acd87fc56166afd7db1ff8b98e0.jpeg,
201418,253 €,39 m²,1,600€,40m²,1,https://www.tauschwohnung.com/uploads/housings/201418/medium/3f7301e3059205cceebf54aef8d72ab74773bdf9.jpg,
202082,2570 €,135 m²,3,1.500€,40m²,"1,5",https://www.tauschwohnung.com/uploads/housings/202082/medium/d7977206eab921c2b40e3784a1e576b6cd6c5287.jpg,
38906,763 €,81 m²,3,1.600€,100m²,4,https://www.tauschwohnung.com/uploads/housings/38906/medium/6800c50b8f08d911e367fb319dddfc572d906131.jpeg,
196890,936 €,140 m²,"4,5",1.000€,80m²,"2,5",https://www.tauschwohnung.com/uploads/housings/196890/medium/3a4c0c6b4cf22473867dbee368bcec7b0dccaf22.jpg,
72302,1500 €,110 m²,3,2.000€,50m²,3,https://www.tauschwohnung.com/uploads/housings/72302/medium/1d3d62723c52fee6b645cbb24dfb4fc75f53182c.jpg,
49219,729 €,76 m²,3,1.100€,70m²,3,https://www.tauschwohnung.com/uploads/housings/49219/medium/caada4cb23fda9f58fc067d8b293415e3f26c0f5.jpg,
181159,568 €,87 m²,"3,5",1.800€,100m²,4,https://www.tauschwohnung.com/uploads/housings/181159/medium/fc9864ec0a30c3f6f8677b418aa9ebd71a2f9cb8.jpg,
31288,620 €,62 m²,2,1.050€,65m²,"2,5",https://www.tauschwohnung.com/uploads/housings/31288/medium/4b033f6a2c1dafe68a964e00779a0ecb1ce54452.jpg,
119070,476 €,70 m²,2,900€,70m²,3,https://www.tauschwohnung.com/uploads/housings/119070/medium/873beac53643aa9c8ecfb6891b0dd3f86bdf9023.jpg,
186790,800 €,83 m²,"3,5",2.000€,120m²,5,https://www.tauschwohnung.com/uploads/housings/186790/medium/a7af6cfa2e6f698041946f7e80424946a950bdca.jpg,
79757,596 €,51 m²,2,650€,45m²,2,https://www.tauschwohnung.com/uploads/housings/79757/medium/3211e5e41acfabc10c8bd8d925f30119e44ddad0.jpg,
195626,1300 €,118 m²,"5,5",1.500€,75m²,3,https://www.tauschwohnung.com/uploads/housings/195626/medium/70e7d24f3dbc6f477f5a0e40270db99c843b8363.jpg,
176820,652 €,75 m²,3,1.500€,95m²,4,https://www.tauschwohnung.com/uploads/housings/176820/medium/e533efbc5ec49fa283cd14fc9aecd03d953eae26.jpg,
46814,993 €,98 m²,3,1.500€,90m²,4,https://www.tauschwohnung.com/uploads/housings/46814/medium/9228caadbc8e7922969601be287843a1ba65319c.jpg,
30560,750 €,86 m²,"2,5",1.000€,85m²,3,https://www.tauschwohnung.com/uploads/housings/30560/medium/5d6c843b20c91ccc2435a00c2a81e7d5e34a6f5d.jpg,
29536,946 €,92 m²,3,2.000€,90m²,4,https://www.tauschwohnung.com/uploads/housings/29536/medium/804e0378c5c2139e2d8e10c81209464c36281953.jpeg,
60676,700 €,53 m²,2,1.800€,90m²,"3,5",https://www.tauschwohnung.com/uploads/housings/60676/medium/dd5ab546e2394851949aa9a336829084ae58aaec.jpg,befristet bis 16.04.2027
141659,520 €,65 m²,2,1.100€,80m²,3,https://www.tauschwohnung.com/uploads/housings/141659/medium/7476f9703e6cca08b66f3877824de205e1e9f379.jpg,
56772,840 €,90 m²,"3,5",1.700€,90m²,"3,5",https://www.tauschwohnung.com/uploads/housings/56772/medium/9031aa394f76deab54e5a437fa3c37d755aebc3e.jpg,
192682,2200 €,123 m²,"3,5",10.000€,80m²,3,https://www.tauschwohnung.com/uploads/housings/192682/medium/41b0b312ce254b9aacaa1eb3e6342cf2edd43db0.png,
91180,845 €,90 m²,4,1.000€,60m²,"3,5",https://www.tauschwohnung.com/uploads/housings/91180/medium/97b10408175b39690051373ba6c47f7d866effdf.jpg,
135248,600 €,74 m²,2,1.000€,90m²,"2,5",https://www.tauschwohnung.com/uploads/housings/135248/medium/f6af044303ea59f0480413dfce14a91dfa76a2e1.jpg,
148943,297 €,51 m²,2,1.000€,75m²,3,https://www.tauschwohnung.com/uploads/housings/148943/medium/13df7b672ba0e07c2b75bd7a085013cba51ef2eb.jpg,
173011,950 €,80 m²,"3,5",1.900€,80m²,"3,5",https://www.tauschwohnung.com/uploads/housings/173011/medium/d3e65209ed11aa76fbcba790d641025da5958012.jpg,
50581,582 €,78 m²,3,2.000€,45m²,2,https://www.tauschwohnung.com/uploads/housings/50581/medium/7d7d1e6c57984421c113feda4ffc327c31bfc24a.jpg,
176458,781 €,51 m²,2,650€,40m²,1,https://www.tauschwohnung.com/uploads/housings/176458/medium/66519c1f6cb9d24664f7353a955401937130af81.jpg,
172571,950 €,77 m²,3,1.400€,65m²,"2,5",https://www.tauschwohnung.com/uploads/housings/172571/medium/273ae2c365090273aa23b15179f95aa2f3471ed1.jpg,
167416,450 €,68 m²,3,1.300€,60m²,2,https://www.tauschwohnung.com/uploads/housings/167416/medium/0ededefd9a4cb256e75485d1985a02432ab91751.jpg,
121685,1500 €,114 m²,4,2.000€,95m²,4,https://www.tauschwohnung.com/uploads/housings/121685/medium/ce6d41277a960a04c10fa300860ff9b81002779a.jpg,
39167,840 €,65 m²,2,1.200€,75m²,3,https://www.tauschwohnung.com/uploads/housings/39167/medium/f5956261a4bcc626f574ba144c686c189ae41688.jpg,
36020,1060 €,120 m²,3,700€,70m²,2,https://www.tauschwohnung.com/uploads/housings/36020/medium/d562033823b3cee4e7d51da8daeffcdc4f137425.jpg,
55753,695 €,74 m²,2,800€,65m²,2,https://www.tauschwohnung.com/uploads/housings/55753/medium/e41d3930cb09e281fdca8716b3179cbae28e2468.jpg,
203107,527 €,70 m²,3,1.000€,50m²,2,https://www.tauschwohnung.com/uploads/housings/203107/medium/b02d7e5f1712ddaa0921a7aea22e4ac70ef5a107.jpg,
